correct,incorrect
kangaroo,jangaroo
kangaroo,joey
kangaroo,kabgaroo
kangaroo,kagaroo
kangaroo,kanagaroo
kangaroo,kanagaroos
kangaroo,kanagroo
kangaroo,kangaroos
kangaroo,kangaroot
kangaroo,kangarroo
kangaroo,kangaru
kangaroo,kangeroo
kangaroo,kangeroos
kangaroo,kanggaroos
kangaroo,kangroo
kangaroo,kenguru
kangaroo,kngaroo
kangaroo,kamgaroo
killerwhale,killerweal
killerwhale,killerwhales
kingcobra,kingkobra
kinkajou,kinkajoo
kinkajou,kikajou
kitten,kittens
kitten,kittycat
kiwi,kiwibird
koala,cowallabear
koala,kaola
koala,kiala
koala,kiola
koala,koal
koala,koalabear
koala,koalas
koala,kolabear
koala,kooala
koala,kowalah
koala,kuala
koala,koalo
kodiak,kodiakbear
koi,coi
koi,koifish
koi,kois
koi,nishikigoi
komododragon,kamododragon
komododragon,kamono
komododragon,kimododragon
komododragon,komodo
komododragon,komododragan
komododragon,komododragons
komododragon,komodragom
komododragon,komodragon
komododragon,komonodragon
komododragon,komotodragon
komododragon,kumotodragon
komododragon,kumotodragons
kookaburra,koocabura
kookaburra,kookabura
krill,krills
labradorretriever,lab
labradorretriever,labador
labradorretriever,labrador
labradorretriever,labradors
labradorretriever,labs
labradorretriever,yellowlab
ladybug,ladtbug
ladybug,ladybird
ladybug,ladybugs
lamb,lam
lamb,lambs
lamb,lamp
lamprey,lampray
largemouthbass,largemouthbasses
leech,leach
leech,leeches
lemming,lemmings
lemur,leamur
lemur,leemer
lemur,leemur
lemur,lema
lemur,lemar
lemur,lemmer
lemur,lemor
lemur,lemu
lemur,lemure
lemur,lemurs
lemur,lemux
lemur,remur
lemur,leamer
lemur,ringtailedlemur
leopard,leaopard
leopard,leapard
leopard,leapherd
leopard,leapord
leopard,leopar
leopard,leopards
leopard,leopord
leopard,lepard
leopard,lepards
leopard,lepoard
leopard,lepord
leopard,lepords
leopard,leppard
leopard,lerpard
leopard,lipord
leopard,loeopard
leopard,loepard
leopard,lopear
leopardseal,leapardseal
leopardseal,leapardseals
leopardseal,leopardseals
lhasaapso,lasaapsa
liger,ligar
liger,lyger
lion,junglelions
lion,liion
lion,lino
lion,lio
lion,liom
lion,liomn
lion,lionj
lion,lionon
lion,lions
lion,loin
lion,loins
lion,tigon
lion,lion'
lion,lionjackal
lion,lionn
lion,liontiger
lizard,lizards
lizard,lizrd
lizard,lizzard
lizard,llizard
lizard,llzard
lizard,lizar
llama,lama
llama,lamma
llama,llam
llama,llamas
llama,llamma
llama,llhamas
llama,llaama
lobster,lobsters
lobster,loster
lobster,lopster
locust,locusts
longhorn,longhornbull
loris,lorris
louse,lice
lovebird,lovebirds
lovebird,lovebug
lynx,:ynx
lynx,linx
lynx,lynz
macaque,macacque
macaque,macaques
macaw,macah
macaw,mackaw
macaw,spixsmacaw
mackerel,mackeral
madagascarhissingcockroach,hissingcockroach
mahimahi,mahi
malamute,malmute
maltese,malteses
manatee,manate
manatee,manatees
manatee,manatie
manatee,manetee
manatee,manitee
manatee,mannatee
manatee,mantee
mandrill,mandral
mantaray,manta
mantaray,mataray
mantis,prayingmantis
mantis,prayingmantus
mantis,preymantis
marlin,bluemarlin
marlin,martin
marmoset,marmasett
marmot,armot
marmot,marmont
meerkat,mearcats
meerkat,mearkat
meerkat,mearkats
meerkat,meekat
meerkat,meercar
meerkat,meercat
meerkat,meercats
meerkat,meerkats
meerkat,meerkcat
meerkat,meerket
meerkat,mercat
meerkat,merecat
meerkat,merecats
meerkat,merekat
meerkat,merkat
midge,madge
millipede,milipede
millipede,millipedes
mink,minx
mink,mix
minnow,minnowfish
minnow,minnows
minnow,mino
minnow,minow
mite,dustmite
moccasin,watermoccasin
moccasin,watermoccosan
mockingbird,mockingjay
mole,moles
mole,nole
monarchbutterfly,monarch
mongoose,mangoose
mongoose,mongoos
mongoose,mongooses
mongoose,moongoose
mongoose,moongose
monitor,monitorlizard
monitor,savannahmonitor
monkey,maonkey
monkey,mlonkey
monkey,mnokey
monkey,mokey
monkey,moneky
monkey,money
monkey,moneys
monkey,monke
monkey,monkee
monkey,monkeyh
monkey,monkeys
monkey,monkeyy
monkey,monky
monkey,onkey
monkey,monket
monkey,monnkey
moose,moos
moose,moosde
moose,mooses
moose,moost
moose,mosse
morayeel,moreyeel
mosquito,mequito
mosquito,mesquito
mosquito,misquito
mosquito,misquitos
mosquito,mosqito
mosquito,mosquiti
mosquito,mosquitos
mosquito,mostquito
mosquito,misqueto
mosquito,mosqiuto
mosquito,mosquitoe
mosquito,mosquitoe
moth,lunamoth
moth,moths
mountaingoat,mountangoat
mountainlion,mountailion
mountainlion,mountaincat
mountainlion,mountainlions
mountainlion,mountionlion
mountainlion,moutainlion
mountainsheep,mountansheep
mouse,fieldmouse
mouse,house
mouse,mice
mouse,mois
mouse,moouse
mouse,mous
mouse,mousr
mouse,titmouse
mule,muel
mule,mules
mule,mull
mule,muole
muskox,muskee
muskrat,muscrat
muskrat,muscrats
muskrat,muskrats
muskrat,mustrat
mussel,muscle
mussel,mussell
mussel,mussels
mussel,mussle
myna,mynabird
myna,mynx
nakedmolerat,molerat
narwhal,narwahl
narwhal,narwhale
narwhal,narwhol
narwhal,norwal
narwhal,norwhal
neanderthal,neandertal
northernpike,northernpikee
northernpike,northernpikes
nuthatch,nuthatcher
nutria,neutrea
nutria,nutrarat
nutria,nutrea
nutria,nutriaanimal
ocelot,oceleot
ocelot,ocelet
ocelot,ocelots
ocelot,ocerlot
ocelot,oscilot
ocelot,osolot
octopus,ocopus
octopus,ocotopus
octopus,octapus
octopus,octapuss
octopus,octopi
octopus,octopous
octopus,octopuc
octopus,octopuses
octopus,octopuss
octopus,octopuus
octopus,octpus
octopus,octupus
octopus,octupuses
okapi,akapi
okapi,orapi
okapi,okope
okapi,okope
opossum,opossume
opossum,opossums
opossum,oposum
opossum,oppasum
opossum,opposim
opossum,oppossum
opossum,oppossums
opossum,opposum
opossum,oppussum
opossum,oppsssum
opossum,poppsum
opossum,possu
orangutan,grangutan
orangutan,oragatan
orangutan,oraguntan
orangutan,oragutan
orangutan,oranatan
orangutan,oranatang
orangutan,orangantan
orangutan,orangatain
orangutan,orangatan
orangutan,orangatang
orangutan,orangataun
orangutan,orangatuan
orangutan,orangatun
orangutan,orangeoutang
orangutan,orangotang
orangutan,orangoutang
orangutan,oranguatan
orangutan,oranguatn
orangutan,oranguntan
orangutan,oranguta
orangutan,orangutang
orangutan,orangutauang
orangutan,orangutuan
orangutan,orantagan
orangutan,orantutang
orangutan,organgutan
orangutan,organgutang
orangutan,organgutuan
orangutan,organutan
orangutan,urangutan
orangutan,urangutans
orangutan,uranguttan
orangutan,oragatang
orangutan,orangetang
orca,orcawhale
orca,orka
osprey,ospreys
osprey,seahakw
osprey,seahakws
osprey,seahawk
ostrich,austrich
ostrich,osritch
ostrich,osterich
ostrich,ostirich
ostrich,ostrach
ostrich,ostrachs
ostrich,ostrage
ostrich,ostretch
ostrich,ostriche
ostrich,ostriches
ostrich,ostrichh
ostrich,ostrichs
ostrich,ostrichw
ostrich,ostrict
ostrich,ostrictch
ostrich,ostrictches
ostrich,ostridge
ostrich,ostrige
ostrich,ostrisch
ostrich,ostritch
ostrich,ostritchs
ostrich,otrich
otter,oters
otter,otte
otter,otters
otter,ottor
otter,ottors
otter,seaotter
otter,seaotters
owl,owil
owl,owkl
owl,owkls
owl,owls
owl,qwl
ox,gox
ox,oxen
oxen,ocen
oxen,ocxen
oxen,oxxen
oyster,oyste
oyster,oysters
panda,*anda
panda,pand
panda,pandaa
panda,pandabear
panda,pandabears
panda,pandas
panda,pander
panther,blackpanthers
panther,oanther
panther,pantehr
panther,panter
panther,panthar
panther,panthers
panther,pather
panther,pnather
panther,bigcat
parakeet,markeet
parakeet,parakeets
parakeet,parrakeet
parakeet,parrokeet
parrot,arrot
parrot,budgieparrot
parrot,farrot
parrot,paroot
parrot,parot
parrot,parratos
parrot,parret
parrot,parrots
parrot,parrott
parrot,parrotts
parrot,perret
parrot,perrot
parrot,maqaque
peacock,peacocks
peacock,peakcock
peacock,peaock
peacock,pecock
peacock,pecocks
peacock,peecock
peacock,peecocks
peacock,peecok
peacock,peocock
peccary,havelina
peccary,javalina
peccary,javelina
pelican,pelecan
pelican,pelicans
pelican,peligan
pelican,pellican
pelican,pelocan
penguin,enguine
penguin,peguin
penguin,pengin
penguin,pengine
penguin,pengines
penguin,pengions
penguin,pengiun
penguin,pengiuns
penguin,penguine
penguin,penguines
penguin,penguinn
penguin,penguins
penguin,pengunin
penguin,pengunine
penguin,pengunines
penguin,pengunins
penguin,penquin
penguin,penuin
penguin,pingue
penguin,pinguin
penguin,pinguins
peregrine,peregrinefalcon
persian,persiancat
pheasant,feasant
pheasant,feasent
pheasant,phasant
pheasant,pheasants
pheasant,pheasent
pheasant,phesant
pig,hog
pig,hogs
pig,pg
pig,pib
pig,pic
pig,pigs
pig,pigw
pig,pin
pig,pork
pig,swine
pig,ig
pig,pigf
pigeon,igeon
pigeon,passengerpigeon
pigeon,pidgeon
pigeon,pidgeons
pigeon,piegan
pigeon,piegeon
pigeon,piegeons
pigeon,piegon
pigeon,pigeons
pigeon,pigieon
pigeon,pigon
pigeon,rockdove
piglet,piglets
piranha,parana
piranha,perrana
piranha,perranas
piranha,phirana
piranha,pirahna
piranha,pirana
piranha,piranah
piranha,piranna
piranha,pirhana
piranha,pirhanna
piranha,pirrana
piranha,pirranha
piranha,prannah
piranha,purana
piranha,puranas
pitbull,pittbull
platypus,duckbilledplatypus
platypus,duckbillplatypus
platypus,platapus
platypus,platapuss
platypus,platipus
platypus,platopus
platypus,platpus
platypus,platypu
platypus,platypuss
platypus,platyput
platypus,playapus
platypus,playtpus
platypus,playtypus
platypus,platyapus
polarbear,ploarbear
polarbear,ploarbeat=r
polarbear,polabear
polarbear,polar
polarbear,polarbar
polarbear,polarbea
polarbear,polarbears
polarbear,polarber
polarbear,polarebar
polarbear,polarebars
polarbear,polarebear
polarbear,polarebears
polarbear,poplarbear
pomeranian,pomerania
pony,ponies
poodle,poddle
poodle,poddles
poodle,poodles
porcupine,porccupine
porcupine,porccupines
porcupine,porccuupine
porcupine,porcipine
porcupine,porcipune
porcupine,porcucpine
porcupine,porcupin
porcupine,porcupines
porcupine,porcupins
porcupine,porquipine
porcupine,porquipines
porcupine,porqupine
porcupine,porqupines
porcupine,porupine
porcupine,procupine
porcupine,purcupine
porpoise,porpoises
porpoise,porpous
porpoise,porpouse
porpoise,porpus
porpoise,porpys
porpoise,porpyses
porpoise,purpose
portuguesewaterdog,waterdog
possum,popussum
possum,possium
possum,possom
possum,possoum
possum,possums
possum,possuns
possum,possuum
potbelliedpig,potbellypig
prairiechicken,prairiechickens
prairiedog,parriedog
prairiedog,praeriedog
prairiedog,prairedog
prairiedog,prairiedog!
prairiedog,prairiedogs
prairiedog,prairirdog
prairiedog,prariedog
prawn,prawns
prayingmantis,paryingmantis
prayingmantis,preyingmantis
ptarmigan,tarmigan
pteordactyl,pterodactyl
pteordactyl,teradactil
pteordactyl,teradactyl
pteordactyl,teradactyle
pufferfish,pufferfishes
puffin,puffins
puffin,puffle
puffin,pufin
puma,huma
puma,pumas
puma,puna
puppy,puppies
puppy,puppt
pygmygoat,miniaturegoat
pygmymarmoset,pigmymarmasot
python,ballpython
python,pythons
quail,quaill
quail,qual
quail,quial
quail,squrill
quetzal,quetzel
rabbit,bunnyrabbit
rabbit,conejo
rabbit,eabbit
rabbit,nnnnrabbit
rabbit,rabbbit
rabbit,rabbi
rabbit,rabbits
rabbit,rabbitss
rabbit,rabbitt
rabbit,rabiit
rabbit,rabit
rabbit,rabitt
rabbit,raddit
rabbit,raddits
rabbit,buny
rabbit,lopearedbunny
raccoon,raccon
raccoon,raccoom
raccoon,raccoons
raccoon,racon
raccoon,racoon
raccoon,racoons
raccoon,racooon
raccoon,recoon
raccoon,riccoon
raccoon,reccoon
ram,ra
ram,rams
raptor,rapture
rat,rate
rat,rates
rat,rats
rattlesnake,rattelsnake
rattlesnake,rattler
rattlesnake,rattlesnack
rattlesnake,rattlesnakes
rattlesnake,rattlesnke
ray,rayh
reddrum,redfish
redkangaroo,ulturedinokngaoo
redpanda,redpand
redpanda,redpandabear
redpanda,redpandas
redtailedhawk,redtailhawk
reindeer,raindeer
reindeer,reighdeer
reindeer,reinddr
reindeer,reindear
reindeer,reinder
reindeer,reigndeer
reptile,repilte
reptile,reptiles
rhesusmacaque,rhesus
rhesusmacaque,rhesusmonkey
rhesusmacaque,rhesusmonkeys
rhinoceros,rgino
rhinoceros,rhhino
rhinoceros,rhincoceros
rhinoceros,rhineroceros
rhinoceros,rhini
rhinoceros,rhino
rhinoceros,rhinoccerous
rhinoceros,rhinoceras
rhinoceros,rhinoceroos
rhinoceros,rhinoceroses
rhinoceros,rhinocerous
rhinoceros,rhinocerros
rhinoceros,rhinocerus
rhinoceros,rhinocoraus
rhinoceros,rhinos
rhinoceros,rhinosarous
rhinoceros,rhinosarus
rhinoceros,rhinosaurs
rhinoceros,rhinosaurus
rhinoceros,rhinoscoeros
rhinoceros,rhinosoraus
rhinoceros,rhio
rhinoceros,rhionceros
rhinoceros,rinho
rhinoceros,rino
rhinoceros,rinoceraus
rhinoceros,rinoceros
rhinoceros,rinocerous
rhinoceros,whinoceros
rhinoceros,rhiho
rhinoceros,rhinoasarus
rhinoceros,rhinoaursus
rhinoceros,rhinoserus
rhinoceros,rihno
robin,rabin
robin,redbreast
robin,redrobin
robin,robins
rockhead,rockheadfish
rodent,rldent
roly-poly,roly-poly
roly-poly,rolypoly
rooster,roosters
russianblue,bluerussian
sabertoothedtiger,sabert
sabertoothedtiger,sabertoothtiger
saintbernard,saintbernards
saintbernard,saintbernrd
salamander,chalemander
salamander,salamandar
salamander,salamandars
salamander,salamandereft
salamander,salamanders
salamander,salimander
salamander,salmadar
salamander,salmandar
salamander,salmandars
salamander,salmander
salamander,slamander
salamander,salamader
salamander,salamader
salmon,salmons
salmon,salom
salmon,salomon
salmon,salomons
salmon,slamon
scallop,scallopp
scallop,scallops
scorpion,scoprion
scorpion,scorpian
scorpion,scorpin
scorpion,scorpions
scottishshetland,shelties
seagull,seagaul
seagull,seagual
seagull,seagul
seagull,seagulls
seagull,segul
seagull,segull
seahorse,horsefish
seahorse,seahorses
seahorse,seahoses
seahorse,seahouse
seahorse,seashorse
seahorse,seehorse
seahorse,seehorses
seal,seagal
seal,seals
seal,seel
seal,segal
seal,sesal
seal,teal
sealion,sealioins
sealion,sealions
seaotter,seaoter
seaslug,seaslugs
seaturtle,seatturle
seaturtle,seatturles
seaturtle,seaturtles
seaurchin,seaurchins
seaurchin,seaurchon
seaurchin,seaurchons
shark,shank
shark,share
shark,sharkl
shark,sharkls
shark,sharks
shark,sharl
shark,sharls
shark,shrak
shark,shrk
shark,shsrk
shark,shar
shark,shark]'
sheep,cheep
sheep,dheep
sheep,hseep
sheep,lamb
sheep,lamp
sheep,lanm
sheep,she
sheep,shee
sheep,sheelp
sheep,sheeo
sheep,sheepo
sheep,sheepp
sheep,shep
sheep,sjeep
shellfish,shellfishes
shetlandsheepdog,sheltie
shihtzu,shihtzus
shihtzu,shitzu
shrew,etruscanshrew
shrew,shrews
shrimp,schimp
shrimp,shrinp
shrimp,shromp
shrimp,sphrimp
siamesecat,siamese
siberianbluerobin,bluerobin
sidewinder,mojavesidewinder
skink,skynk
skunk,dkunk
skunk,shunk
skunk,sjunk
skunk,skink
skunk,skunj
skunk,skunkc
skunk,skunks
skunk,slunk
sloth,sloath
sloth,slooth
sloth,sloths
sloth,slothss
sloth,slotth
sloth,threetoedsloth
sloth,treesloth
sloth,sleuth
slug,sluh
smallmouthbass,smallmouthbasses
snail,smnil
snail,snails
snail,snal
snail,snale
snake,sake
snake,sbake
snake,shake
snake,smake
snake,snack
snake,snak
snake,snakes
snake,snakk
snake,sneak
snake,snek
snake,wnake
snowcrab,opelio
snowy owl,snow owl
snowyowl,snowowl
sparrow,brewstersparrow
sparrow,brewsterssparrow
sparrow,sparow
sparrow,sparrows
sparrow,sparrw
sparrow,spartow
spermwhale,spermwhales
spider,pider
spider,s[ider
spider,sider
spider,spide
spider,spiders
spider,spuder
spider,spyder
spidermonkey,spidermoney
spinydogfish,mudshark
springpeeper,peeper
squid,quid
squid,sqid
squid,squad
squid,aquid
squirrel,quirrel
squirrel,sqirrel
squirrel,squarl
squirrel,squerill
squirrel,squerral
squirrel,squierrle
squirrel,squiral
squirrel,squireel
squirrel,squirel
squirrel,squirell
squirrel,squirels
squirrel,squirelss
squirrel,squirl
squirrel,squirle
squirrel,squirls
squirrel,squirral
squirrel,squirre
squirrel,squirreel
squirrel,squirrek
squirrel,squirrell
squirrel,squirrels
squirrel,squirrl
squirrel,squirrls
squirrel,swuirrel
squirrel,squerrel
squirrel,squirrel!
squirrel,squirriel
squirrel,squirrle
squirrel,squrrel
squirrel,swirell
stallion,stallikon
star-nosedmole,star-nosedmole
star-nosedmole,starnosedmole
starfish,seastar
starfish,star
starfish,starfiah
starling,sterling
steer,steed
stickinsect,walkinggstick
stingray,searay
stingray,stingaray
stingray,stingrang
stingray,stingrangs
stingray,stingrays
stingray,stringray
stoat,stote
stork,storks
sturgeon,sturgin
sugarglider,sugargliders
sunbear,sunpanda
surgeonfish,surgeonfishes
surgeonfish,surgeonfishs
swallow,swallows
swan,swam
swan,swans
swordfish,swardfish
swordfish,swordfishes
tadpole,tadpoles
tamarin,cottontoptamaran
tammarwallaby,tamar
tapir,taper
tapir,tapi
tapir,tapier
tapir,tapirs
tarantula,taranchula
tarantula,tarantual
tarantula,tarantulas
tarantula,tarrantula
tarantula,torantula
tarantula,turantula
tarsier,tarseir
tasmaniandevil,tamaniandevil
tasmaniandevil,tasmaniandevils
tasmaniandevil,tazmaniadevil
tasmaniandevil,tazmaniadevils
tasmaniandevil,tazmaniandevil
termite,termites
terrapin,terapin
terrapin,terripin
tick,tic
tick,ticks
tiger,riger
tiger,tger
tiger,tier
tiger,tige
tiger,tiger.
tiger,tigere
tiger,tigers
tiger,tiget
tiger,tigger
tiger,tigher
tiger,tinger
tiger,tifer
tiger,tiger\
tiger,tigert
tiger,tighr
tiger,tigier
tiger,tirger
tigershark,tigersharks
toad,taod
toad,toadd
toad,toads
tortoise,galapagostortoise
tortoise,tortes
tortoise,tortiose
tortoise,tortise
tortoise,tortois
tortoise,tortoises
tortoise,turtoise
toucan,tocan
toucan,tocans
toucan,toocan
toucan,toucans
toucan,tucan
toucan,tucane
triceratops,tricerotops
tuna,kingtuna
tuna,tunafish
tuna,tune
tuna,turn
turkey,tikey
turkey,trukey
turkey,tukey
turkey,turke
turkey,turkeys
turkey,turley
turtle,tuetle
turtle,turle
turtle,turlte
turtle,turtel
turtle,turtl
turtle,turtles
turtle,tutle
turtle,tutles
turtle,tutrle
turtle,turtlr
turtle,turtlw
turtle,turtlw
turtle,turttle
turtle,tutlr
tyrannosaurusrex,t_rex
tyrannosaurusrex,trex
tyrannosaurusrex,tryranosaurusrex
tyrannosaurusrex,tyrannasaurusrex
tyrannosaurusrex,tyranosaurus
velociraptor,veliciraptor
viper,vipers
vole,woles
vulture,bultur
vulture,voluture
vulture,vulcher
vulture,vultures
wallaby,walabee
wallaby,walabi
wallaby,walaby
wallaby,walabys
wallaby,wallabe
wallaby,wallabee
wallaby,wallabees
wallaby,walloby
wallaby,walobe
wallaby,whallabee
walleye,walleyes
walrus,masealwalrus
walrus,wallrun
walrus,wallrus
walrus,walres
walrus,walris
walrus,walru
walrus,walrum
walrus,walrun
walrus,walruns
walrus,walruses
walrus,walurs
walrus,walrs
warthog,warhog
warthog,worthog
wasp,wasps
wasp,wast
watermoccasin,watermocassin
weasel,measel
weasel,wasel
weasel,weasal
weasel,weasle
weasel,weesle
weasel,weezle
weasel,weisel
weevil,weavels
weevil,weevils
whale,shale
whale,wale
whale,wales
whale,weal
whale,whae
whale,whale3
whale,whales
whale,whate
whale,whates
whale,whatle
whale,whiale
whale,whlale
whale,whole
whale,whakle
whaleshark,whalesharks
whaleshark,whale\shark
whitetaileddeer,whitetaildeer
whitewolf,arcticwolf
wildcat,wildcats
wildebeest,widebeest
wildebeest,wildabeast
wildebeest,wildabeasts
wildebeest,wildabeest
wildebeest,wildbeast
wildebeest,wildbeasts
wildebeest,wildbeest
wildebeest,wildebeast
wildebeest,wildebeasts
wildebeest,wilderbeast
wildebeest,wilderbeasts
wildebeest,wilderbeat
wildebeest,wildybeast
wildebeest,wldebeest
wildebeest,widebeast
wolf,wof
wolf,wol
wolf,wold
wolf,wolfe
wolf,wolk
wolf,wolve
wolf,wolves
wolverine,wolverines
wolverine,wolvering
wombat,wambat
wombat,wambats
wombat,wombats
woodpecker,woodpeckers
woolly mammoth,woolymamoth
woollymammoth,mammoth
woollymammoth,mammoths
woollymammoth,mamoth
woollymammoth,whollymammoth
woollymammoth,wollymammoth
woollymammoth,woolymamoth
worm,woem
worm,woorm
worm,wor
worm,work
worm,worms
worm,worn
worm,worwm
worm,wrm
wren,ren
wren,wrens
yak,yack
yak,yaks
yorkshireterrier,yorkie
yorkshireterrier,yorkies
yorkshireterrier,yorkshireterier
yorkshireterrier,yorkshireterriers
zebra,sebra
zebra,xebra
zebra,zabra
zebra,zeba
zebra,zebras
zebra,zebrra
zebra,zebrs
zebra,zebrz
zebra,zeebra
zebra,zeebrah
zebra,zeebras
zebra,zembra
zebra,zenbra
zebra,zerba
zebra,zerbas
zebra,zibra
zebra,zzebra
zebra,zzebras
zebra,zebr
zebrafish,zebrafigh
zebrafish,zebrafishes
lanternfly,lanternfly
civetcat,civetcat
elk,els
gryphon,gryphon
cloudedleopard,cloudedleopard
nudibranch,nudibranch
africanpaintedog,africanpaintedog
geoduck,geoduck
whippoorwill,whippoorwill
iguana,iguanna
whoopingcrane,whoopingcrane
oxtail,oxtail
tanuki,tanuki
blackfootedcat,blackfootedcat
direwolf,direwolf
silverfish,silverfish
seasnail,seasnail
leviathan,leviathan
amoeba,amoeba
arthropod,arthropod